QuoteID,DateID,CustomerID,ProductID,QuoteValue,Status
Q008763,20240419,C0642,P014,2106,Won
Q008764,20241115,C0696,P006,5699,Won
Q008765,20240920,C0813,P013,4455,Lost
Q008766,20240625,C0227,P006,6554,Won
Q008767,20260126,C0683,P010,8670,Lost
Q008768,20251003,C0502,P014,9031,Won
Q008769,20250831,C0263,P008,2954,Won
Q008770,20250920,C0579,P008,759,Won
Q008771,20241104,C0704,P002,5879,Won
Q008772,20240922,C0184,P002,6357,Won
Q008773,20260206,C0454,P013,8704,Lost
Q008774,20250812,C0530,P015,6862,Won
Q008775,20251220,C0970,P005,628,Lost
Q008776,20240108,C0718,P013,1639,Lost
Q008777,20261221,C0344,P011,2557,Lost
Q008778,20240615,C0621,P005,3547,Won
Q008779,20261012,C0652,P009,3018,Won
Q008780,20240721,C0485,P004,8553,Won
Q008781,20240619,C0940,P005,7020,Lost
Q008782,20240815,C0734,P012,9174,Won
Q008783,20260926,C0465,P008,8038,Pending
Q008784,20250119,C0645,P015,5196,Won
Q008785,20240128,C0803,P011,3977,Won
Q008786,20250903,C0433,P002,9641,Won
Q008787,20260530,C0256,P008,7420,Won
Q008788,20260910,C0799,P004,6513,Won
Q008789,20260114,C0115,P015,7224,Won
Q008790,20260520,C0728,P007,2667,Pending
Q008791,20251022,C0720,P002,6136,Won
Q008792,20260606,C0861,P012,5304,Pending
Q008793,20260220,C0748,P001,3656,Lost
Q008794,20250217,C0203,P011,9510,Won
Q008795,20240530,C0668,P012,6049,Pending
Q008796,20260204,C0804,P014,2450,Pending
Q008797,20260403,C0373,P015,1047,Won
Q008798,20260825,C0529,P011,2127,Pending
Q008799,20241023,C0245,P015,3673,Won
Q008800,20261006,C0334,P003,6196,Pending
Q008801,20260518,C0134,P009,6604,Lost
Q008802,20260404,C0237,P013,4604,Lost
Q008803,20250125,C0563,P003,1369,Pending
Q008804,20241113,C0476,P006,7050,Won
Q008805,20241026,C0901,P015,7894,Won
Q008806,20251210,C0413,P012,2718,Won
Q008807,20261104,C0924,P010,5333,Won
Q008808,20261202,C0993,P008,8455,Won
Q008809,20251121,C0586,P001,707,Won
Q008810,20251110,C0134,P012,6809,Pending
Q008811,20260816,C0615,P003,6665,Won
Q008812,20260316,C0953,P012,8556,Pending
Q008813,20260817,C0114,P001,2604,Lost
Q008814,20240829,C0099,P012,3788,Won
Q008815,20240509,C0414,P012,833,Lost
Q008816,20240919,C0945,P010,8785,Won
Q008817,20261011,C0359,P003,7292,Pending
Q008818,20250206,C0569,P015,8527,Won
Q008819,20240309,C0966,P012,7808,Won
Q008820,20260709,C0026,P012,7280,Won
Q008821,20251106,C0136,P009,7483,Won
Q008822,20260701,C0518,P002,4123,Won
Q008823,20240514,C0135,P010,1612,Lost
Q008824,20240317,C0570,P012,8846,Lost
Q008825,20260331,C0940,P012,9051,Lost
Q008826,20250629,C0019,P003,2654,Lost
Q008827,20251004,C0096,P004,5288,Won
Q008828,20240309,C0512,P014,3920,Won
Q008829,20260519,C0083,P012,1593,Won
Q008830,20260110,C0405,P011,5724,Won
Q008831,20251224,C0305,P008,2179,Lost
Q008832,20260914,C0226,P010,5874,Won
Q008833,20260324,C0518,P001,6150,Won
Q008834,20251203,C0707,P012,7908,Won
Q008835,20240613,C0149,P007,2416,Won
Q008836,20240527,C0369,P012,975,Won
Q008837,20260909,C0901,P008,5914,Won
Q008838,20240902,C0749,P008,3546,Won
Q008839,20240322,C0497,P001,2623,Won
Q008840,20250827,C0464,P005,5032,Lost
Q008841,20240702,C0421,P005,2850,Lost
Q008842,20240831,C0419,P015,3507,Pending
Q008843,20241018,C0531,P006,9733,Lost
Q008844,20240904,C0257,P007,9626,Won
Q008845,20240309,C0195,P003,2182,Won
Q008846,20250411,C0056,P004,3264,Won
Q008847,20250731,C0441,P012,8515,Lost
Q008848,20261222,C0519,P002,6439,Won
Q008849,20240708,C0984,P002,7783,Lost
Q008850,20260413,C0956,P010,4906,Won
Q008851,20260421,C0961,P009,9711,Won
Q008852,20250929,C0918,P009,4282,Lost
Q008853,20260613,C0949,P002,976,Lost
Q008854,20250411,C0269,P015,4710,Won
Q008855,20260226,C0496,P012,9681,Won
Q008856,20240915,C0448,P011,1889,Won
Q008857,20260301,C0985,P011,9546,Won
Q008858,20241114,C0858,P006,2415,Won
Q008859,20250618,C0042,P014,4333,Pending
Q008860,20240203,C0433,P015,9097,Won
Q008861,20240615,C0769,P003,7447,Pending
Q008862,20241010,C0559,P010,5409,Won
Q008863,20240818,C0475,P002,9616,Pending
Q008864,20250601,C0407,P005,4131,Lost
Q008865,20250523,C0572,P006,3305,Won
Q008866,20240120,C0907,P008,3853,Pending
Q008867,20240613,C0635,P007,5603,Lost
Q008868,20240419,C0103,P007,6179,Lost
Q008869,20261029,C0265,P004,8308,Lost
Q008870,20240126,C0833,P007,3434,Lost
Q008871,20250420,C0038,P011,3896,Pending
Q008872,20250209,C0724,P004,3901,Won
Q008873,20240713,C0766,P011,1780,Won
Q008874,20240918,C0518,P014,9713,Won
Q008875,20250909,C0996,P012,8084,Won
Q008876,20260425,C0304,P006,9990,Won
Q008877,20240106,C0054,P001,9831,Won
Q008878,20240426,C0904,P010,7082,Won
Q008879,20250508,C0406,P013,4571,Won
Q008880,20250827,C0155,P003,9173,Won
Q008881,20240624,C0931,P013,9582,Lost
Q008882,20250602,C0622,P012,6323,Won
Q008883,20260923,C0562,P007,1464,Won
Q008884,20250924,C0901,P009,7085,Pending
Q008885,20240615,C0292,P013,9482,Won
Q008886,20250623,C0363,P005,705,Won
Q008887,20250819,C0028,P008,9181,Won
Q008888,20240711,C0804,P010,3160,Lost
Q008889,20250725,C0637,P003,1632,Pending
Q008890,20250512,C0907,P010,8186,Won
Q008891,20260816,C0369,P013,6637,Lost
Q008892,20250130,C0899,P004,4424,Lost
Q008893,20260929,C0095,P009,1276,Won
Q008894,20241009,C0066,P002,9945,Pending
Q008895,20250607,C0536,P012,3433,Pending
Q008896,20240223,C0151,P015,826,Pending
Q008897,20250522,C0923,P001,8303,Lost
Q008898,20260925,C0729,P012,5153,Lost
Q008899,20240628,C1000,P009,1657,Won
Q008900,20260723,C0798,P006,4011,Won
Q008901,20250223,C0923,P010,2021,Pending
Q008902,20260814,C0729,P011,6361,Won
Q008903,20261019,C0399,P004,1630,Lost
Q008904,20241126,C0546,P014,8018,Won
Q008905,20260216,C0377,P009,4123,Won
Q008906,20241119,C0186,P007,1635,Lost
Q008907,20240823,C0239,P004,5346,Won
Q008908,20240302,C0824,P003,4608,Lost
Q008909,20251013,C0384,P007,6019,Won
Q008910,20240323,C0505,P011,4313,Won
Q008911,20240704,C0178,P002,3566,Lost
Q008912,20260320,C0441,P008,7736,Lost
Q008913,20240918,C0200,P010,1083,Lost
Q008914,20250815,C0116,P003,3635,Lost
Q008915,20240214,C0685,P008,9290,Lost
Q008916,20251203,C0195,P015,1758,Lost
Q008917,20251028,C0223,P009,6254,Won
Q008918,20260429,C0701,P001,6766,Lost
Q008919,20250717,C0434,P012,6107,Won
Q008920,20260306,C0888,P003,8380,Won
Q008921,20261107,C0479,P003,2076,Lost
Q008922,20250217,C0983,P012,3645,Won
Q008923,20260722,C0315,P005,7608,Pending
Q008924,20250101,C0387,P012,9801,Won
Q008925,20240901,C0983,P012,6266,Pending
Q008926,20260120,C0942,P015,9249,Won
Q008927,20260715,C0675,P004,4720,Won
Q008928,20251205,C0433,P004,9528,Lost
Q008929,20260111,C0407,P003,2531,Won
Q008930,20240226,C0694,P012,6048,Won
Q008931,20250304,C0547,P001,8403,Won
Q008932,20260204,C0564,P013,4478,Won
Q008933,20260924,C0952,P009,5113,Won
Q008934,20240630,C0982,P013,6609,Lost
Q008935,20251120,C0654,P009,6119,Pending
Q008936,20260809,C0277,P012,9041,Won
Q008937,20240909,C0017,P004,7333,Lost
Q008938,20240722,C0033,P004,7233,Won
Q008939,20260729,C0040,P006,8793,Won
Q008940,20251215,C0778,P008,7248,Lost
Q008941,20250212,C0073,P002,1316,Lost
Q008942,20241010,C0968,P012,2287,Won
Q008943,20251031,C0701,P008,3457,Won
Q008944,20250918,C0592,P010,3929,Lost
Q008945,20260728,C0115,P003,7600,Lost
Q008946,20260810,C0793,P009,8966,Won
Q008947,20260213,C0949,P006,3359,Won
Q008948,20250131,C0384,P009,3692,Lost
Q008949,20240924,C0476,P012,4980,Won
Q008950,20260806,C0797,P008,2362,Pending
Q008951,20241105,C0159,P009,1859,Won
Q008952,20250224,C0307,P003,2503,Won
Q008953,20250507,C0504,P006,2230,Won
Q008954,20250505,C0778,P003,4089,Won
Q008955,20240922,C0035,P003,2128,Won
Q008956,20240108,C0455,P002,8906,Lost
Q008957,20261104,C0260,P003,5183,Pending
Q008958,20260802,C0906,P004,2003,Lost
Q008959,20241105,C0647,P013,2451,Lost
Q008960,20240824,C0835,P005,3082,Lost
Q008961,20260831,C0896,P009,9644,Lost
Q008962,20260912,C0224,P003,7712,Won
Q008963,20261229,C0430,P002,9562,Won
Q008964,20260226,C0862,P011,6816,Lost
Q008965,20261104,C0020,P013,3321,Pending
Q008966,20250905,C0236,P012,3086,Won
Q008967,20251026,C0792,P015,1374,Won
Q008968,20250420,C0945,P006,1398,Pending
Q008969,20260304,C0921,P015,5224,Won
Q008970,20250813,C0570,P015,9185,Won
Q008971,20241223,C0376,P001,5717,Won
Q008972,20240321,C0532,P004,9018,Won
Q008973,20251202,C0375,P006,4561,Won
Q008974,20250829,C0604,P001,2654,Won
Q008975,20240429,C0795,P010,7390,Pending
Q008976,20241229,C0253,P010,2576,Lost
Q008977,20260625,C0548,P014,3915,Lost
Q008978,20240201,C0223,P005,3242,Pending
Q008979,20240707,C0713,P006,7412,Won
Q008980,20241103,C0988,P004,942,Lost
Q008981,20260511,C0827,P007,9247,Won
Q008982,20250417,C0393,P006,2170,Won
Q008983,20241003,C0378,P007,4325,Won
Q008984,20250813,C0685,P012,9729,Lost
Q008985,20260620,C0227,P005,1689,Lost
Q008986,20260519,C1000,P002,4004,Won
Q008987,20260819,C0944,P009,7803,Won
Q008988,20261116,C0771,P008,4543,Won
Q008989,20240226,C0514,P015,9209,Lost
Q008990,20260423,C0515,P003,9626,Lost
Q008991,20260412,C0484,P011,3056,Lost
Q008992,20260326,C0676,P014,8412,Lost
Q008993,20240109,C0597,P008,5090,Lost
Q008994,20251202,C0190,P002,1081,Won
Q008995,20240202,C0589,P007,8155,Pending
Q008996,20241120,C0804,P010,2076,Won
Q008997,20260507,C0946,P014,4422,Won
Q008998,20250827,C0185,P011,4143,Won
Q008999,20240512,C0458,P015,6981,Won
Q009000,20241020,C0351,P001,3382,Pending
Q009001,20260709,C0139,P004,532,Won
Q009002,20250726,C0058,P006,2500,Won
Q009003,20240204,C0546,P013,8251,Won
Q009004,20250116,C0700,P006,3896,Lost
Q009005,20251108,C0930,P006,5365,Pending
Q009006,20250609,C0682,P007,5462,Won
Q009007,20250704,C0790,P015,6069,Won
Q009008,20240227,C0681,P011,666,Won
Q009009,20241027,C0040,P006,8634,Won
Q009010,20261114,C0308,P014,8220,Lost
Q009011,20260916,C0211,P012,7398,Lost
Q009012,20260626,C0575,P003,9303,Pending
Q009013,20250729,C0040,P007,880,Won
Q009014,20240911,C0323,P005,9807,Won
Q009015,20250514,C0981,P011,5901,Lost
Q009016,20260612,C0847,P003,1532,Lost
Q009017,20260103,C0015,P004,9957,Lost
Q009018,20241012,C0818,P005,2068,Won
Q009019,20250306,C0597,P005,4825,Won
Q009020,20240326,C0533,P001,2597,Won
Q009021,20260804,C0068,P009,5763,Lost
Q009022,20240130,C0958,P012,5895,Won
Q009023,20250908,C0089,P010,7433,Won
Q009024,20260220,C0921,P006,2486,Won
Q009025,20240103,C0225,P007,8981,Lost
Q009026,20241227,C0088,P006,6208,Won
Q009027,20260810,C0395,P008,3345,Won
Q009028,20261114,C0595,P002,6671,Lost
Q009029,20240128,C0011,P001,4519,Lost
Q009030,20250525,C0049,P011,3888,Won
Q009031,20241008,C0311,P004,5829,Lost
Q009032,20241027,C0596,P006,7684,Won
Q009033,20250901,C0053,P006,8294,Won
Q009034,20260417,C0424,P004,3912,Won
Q009035,20260524,C0283,P009,5983,Won
Q009036,20250214,C0940,P015,8898,Lost
Q009037,20250916,C0987,P001,8760,Lost
Q009038,20250420,C0016,P015,2882,Won
Q009039,20241123,C0345,P012,7052,Won
Q009040,20240805,C0844,P015,5410,Lost
Q009041,20260826,C0232,P005,6335,Lost
Q009042,20250802,C0450,P007,1692,Pending
Q009043,20240421,C0931,P005,2384,Won
Q009044,20261229,C0301,P012,898,Lost
Q009045,20240314,C0788,P012,3322,Lost
Q009046,20241109,C0955,P009,9983,Won
Q009047,20240811,C0778,P005,2454,Won
Q009048,20240111,C0699,P005,9146,Lost
Q009049,20240927,C0831,P014,988,Won
Q009050,20240105,C0427,P004,8564,Lost
Q009051,20260929,C0415,P010,2887,Lost
Q009052,20260608,C0508,P012,3423,Won
Q009053,20250305,C0386,P004,9369,Won
Q009054,20260318,C0586,P015,1802,Lost
Q009055,20260101,C0495,P009,951,Pending
Q009056,20250130,C0268,P014,8153,Won
Q009057,20260622,C0272,P001,8062,Won
Q009058,20240526,C0896,P002,2517,Won
Q009059,20241204,C0425,P004,3108,Lost
Q009060,20250110,C0355,P005,4957,Pending
Q009061,20251214,C0043,P004,6608,Won
Q009062,20241011,C0832,P003,6532,Won
Q009063,20250514,C0345,P015,3382,Won
Q009064,20240312,C0234,P014,8056,Lost
Q009065,20250725,C0538,P015,2056,Pending
Q009066,20261228,C0344,P005,4095,Won
Q009067,20251231,C0479,P015,6818,Won
Q009068,20250328,C0618,P011,2343,Lost
Q009069,20241117,C0631,P008,6708,Won
Q009070,20260722,C0297,P006,4093,Pending
Q009071,20250304,C0155,P008,2488,Lost
Q009072,20260926,C0132,P007,3182,Lost
Q009073,20260708,C0485,P006,722,Lost
Q009074,20250717,C0966,P007,7553,Won
Q009075,20250821,C0343,P002,8187,Lost
Q009076,20260128,C0010,P010,4103,Lost
Q009077,20251113,C0400,P001,889,Won
Q009078,20240427,C0526,P014,8131,Won
Q009079,20240306,C0660,P010,3786,Won
Q009080,20261028,C0860,P008,7225,Won
Q009081,20240411,C0651,P014,4168,Pending
Q009082,20261102,C0549,P004,1682,Won
Q009083,20240920,C0680,P012,3825,Pending
Q009084,20250321,C0835,P009,4800,Lost
Q009085,20250122,C0681,P013,6000,Won
Q009086,20250617,C0022,P005,811,Won
Q009087,20260320,C0506,P003,2295,Lost
Q009088,20260302,C0480,P004,6194,Won
Q009089,20240123,C0294,P013,2059,Won
Q009090,20251030,C0977,P001,6153,Won
Q009091,20250306,C0360,P007,8418,Pending
Q009092,20261017,C0663,P003,8730,Lost
Q009093,20250812,C0666,P013,7885,Won
Q009094,20250604,C0241,P013,808,Lost
Q009095,20240823,C0906,P012,5250,Won
Q009096,20250428,C0141,P014,1352,Lost
Q009097,20260713,C0429,P012,7371,Won
Q009098,20240213,C0402,P010,6923,Won
Q009099,20240515,C0664,P004,6863,Won
Q009100,20240517,C0663,P010,6499,Won
Q009101,20241024,C0554,P005,1850,Lost
Q009102,20260625,C0176,P011,1712,Lost
Q009103,20260512,C0131,P008,5083,Pending
Q009104,20261030,C0183,P012,2273,Lost
Q009105,20260825,C0365,P015,2562,Pending
Q009106,20241203,C0598,P002,797,Lost
Q009107,20240901,C0527,P002,2176,Lost
Q009108,20260406,C0482,P009,2844,Won
Q009109,20250504,C0860,P009,9407,Won
Q009110,20240627,C0805,P002,4440,Pending
Q009111,20260411,C0923,P010,3834,Won
Q009112,20260602,C0538,P006,3247,Won
Q009113,20240129,C0325,P007,5215,Won
Q009114,20260210,C0174,P013,9401,Pending
Q009115,20241228,C0680,P003,7360,Won
Q009116,20240808,C0373,P005,8232,Pending
Q009117,20240427,C0229,P010,6579,Lost
Q009118,20241103,C0584,P007,4872,Won
Q009119,20260806,C0114,P004,5588,Won
Q009120,20260402,C0710,P001,8961,Won
Q009121,20241028,C0868,P006,4287,Won
Q009122,20250209,C0233,P009,2048,Won
Q009123,20250720,C0205,P002,6326,Pending
Q009124,20240628,C0886,P004,5475,Lost
Q009125,20240307,C0555,P010,2542,Lost
Q009126,20260330,C0139,P006,1594,Lost
Q009127,20240327,C0219,P004,1304,Won
Q009128,20240707,C0774,P008,1799,Won
Q009129,20241209,C0787,P008,741,Pending
Q009130,20240718,C0859,P003,5931,Won
Q009131,20240420,C0001,P012,1766,Won
Q009132,20241207,C0338,P013,8890,Lost
Q009133,20250410,C0591,P010,6586,Lost
Q009134,20251010,C0062,P001,4190,Lost
Q009135,20250110,C0473,P013,8811,Lost
Q009136,20260829,C0841,P005,2764,Won
Q009137,20240418,C0509,P008,6492,Pending
Q009138,20261225,C0259,P009,8249,Pending
Q009139,20261118,C0069,P005,6599,Lost
Q009140,20261028,C0329,P009,3713,Won
Q009141,20240528,C0526,P003,2430,Won
Q009142,20260706,C0161,P013,3029,Pending
Q009143,20260722,C0243,P007,3190,Won
Q009144,20250108,C0591,P003,9667,Lost
Q009145,20250105,C0764,P011,5180,Lost
Q009146,20260928,C0065,P001,1625,Won
Q009147,20260526,C0252,P010,3462,Pending
Q009148,20260101,C0289,P009,2655,Won
Q009149,20240104,C0223,P003,5112,Lost
Q009150,20241114,C0405,P011,3610,Won
Q009151,20251123,C0368,P012,3732,Won
Q009152,20240802,C0608,P002,1560,Won
Q009153,20260930,C0363,P003,6383,Won
Q009154,20260708,C0717,P006,5583,Lost
Q009155,20250729,C0904,P003,6185,Won
Q009156,20260220,C0314,P012,8079,Won
Q009157,20251007,C0108,P001,2838,Lost
Q009158,20260617,C0413,P010,2834,Won
Q009159,20260820,C0604,P001,7729,Won
Q009160,20240420,C0151,P002,5625,Pending
Q009161,20250228,C0047,P005,9381,Won
Q009162,20240512,C0183,P007,7409,Lost
Q009163,20240512,C0473,P010,3365,Won
Q009164,20260626,C0445,P001,8724,Won
Q009165,20240603,C0184,P013,1666,Lost
Q009166,20250731,C0594,P003,8236,Lost
Q009167,20260410,C0443,P013,5394,Won
Q009168,20261129,C0903,P007,5216,Won
Q009169,20250724,C0193,P013,3377,Lost
Q009170,20240723,C0551,P012,2022,Won
Q009171,20241027,C0631,P014,4405,Lost
Q009172,20250818,C0480,P011,3828,Won
Q009173,20260421,C0106,P006,7048,Pending
Q009174,20250325,C0806,P009,1702,Won
Q009175,20260225,C0837,P007,7769,Lost
Q009176,20251016,C0969,P014,5164,Lost
Q009177,20260316,C0446,P002,5653,Won
Q009178,20260820,C0126,P006,9413,Won
Q009179,20250124,C0805,P004,5099,Lost
Q009180,20260713,C0393,P005,1840,Won
Q009181,20250704,C0391,P005,5624,Pending
Q009182,20250410,C0613,P013,3131,Won
Q009183,20251202,C0826,P014,4678,Won
Q009184,20240924,C0503,P013,573,Lost
Q009185,20260924,C0552,P009,7149,Lost
Q009186,20250819,C0913,P012,6836,Pending
Q009187,20261231,C0443,P003,3196,Won
Q009188,20240331,C0517,P009,8003,Lost
Q009189,20251102,C0842,P013,6668,Won
Q009190,20250918,C0412,P004,2207,Lost
Q009191,20240326,C0752,P002,7074,Won
Q009192,20250808,C0825,P003,3961,Won
Q009193,20240926,C0003,P010,6745,Won
Q009194,20261211,C0372,P010,9144,Won
Q009195,20261211,C0514,P012,1992,Lost
Q009196,20250702,C0575,P013,1355,Pending
Q009197,20240502,C0124,P007,5359,Pending
Q009198,20250906,C0193,P007,8389,Won
Q009199,20260421,C0097,P011,4873,Won
Q009200,20250921,C0105,P015,8094,Pending
Q009201,20240505,C0053,P012,2244,Won
Q009202,20250325,C0179,P005,3400,Won
Q009203,20240310,C0342,P005,7410,Lost
Q009204,20260614,C0450,P013,4809,Lost
Q009205,20250721,C0827,P014,6661,Won
Q009206,20251027,C0970,P003,9183,Won
Q009207,20261207,C0989,P013,6949,Won
Q009208,20250120,C0527,P014,3204,Pending
Q009209,20250907,C0307,P008,8508,Won
Q009210,20260603,C0053,P004,6176,Won
Q009211,20250826,C0123,P012,7149,Lost
Q009212,20260118,C0469,P002,2793,Won
Q009213,20250518,C0552,P014,7157,Pending
Q009214,20250822,C0351,P015,9630,Won
Q009215,20260720,C0432,P001,8317,Won
Q009216,20251008,C0815,P004,9551,Lost
Q009217,20260102,C0434,P006,810,Lost
Q009218,20241114,C0340,P007,9588,Won
Q009219,20250427,C0270,P015,9721,Lost
Q009220,20260927,C0452,P010,8290,Lost
Q009221,20241204,C0864,P001,8738,Won
Q009222,20260716,C0488,P005,6779,Won
Q009223,20250802,C0362,P001,9143,Lost
Q009224,20260707,C0582,P002,7285,Won
Q009225,20240706,C0917,P009,8552,Pending
Q009226,20261105,C0888,P013,1911,Lost
Q009227,20260419,C0171,P010,6605,Won
Q009228,20240222,C0413,P002,5766,Won
Q009229,20250715,C0694,P002,9137,Pending
Q009230,20250621,C0340,P001,3794,Lost
Q009231,20240109,C0280,P003,5036,Won
Q009232,20240810,C0945,P015,6116,Won
Q009233,20240918,C0977,P015,3147,Won
Q009234,20261120,C0766,P011,8652,Won
Q009235,20240228,C0321,P001,1821,Lost
Q009236,20240609,C0673,P002,4654,Won
Q009237,20250422,C0194,P007,9118,Lost
Q009238,20240522,C0710,P011,6299,Won
Q009239,20260726,C0874,P005,4959,Pending
Q009240,20240429,C0094,P008,9121,Pending
Q009241,20261224,C0179,P015,8581,Won
Q009242,20250521,C0701,P009,8441,Won
Q009243,20251112,C0866,P014,3155,Won
Q009244,20240522,C0975,P005,8641,Won
Q009245,20260430,C0612,P013,8141,Lost
Q009246,20240829,C0950,P006,1376,Won
Q009247,20250322,C0795,P006,6562,Pending
Q009248,20241217,C0789,P001,8847,Lost
Q009249,20240808,C0247,P013,8070,Lost
Q009250,20250101,C0383,P012,7946,Won
Q009251,20260805,C0897,P013,833,Won
Q009252,20240722,C0685,P015,5819,Lost
Q009253,20250127,C0418,P015,3475,Lost
Q009254,20250529,C0429,P004,9033,Won
Q009255,20241011,C0915,P014,959,Pending
Q009256,20241227,C0506,P006,1789,Pending
Q009257,20240115,C0820,P006,5060,Lost
Q009258,20260705,C0664,P004,5082,Won
Q009259,20260421,C0371,P007,8554,Won
Q009260,20250117,C0546,P009,3804,Won
Q009261,20240216,C0195,P011,8464,Pending
Q009262,20241004,C0238,P004,9243,Won
Q009263,20261124,C0312,P011,4522,Won
Q009264,20241213,C0465,P007,1847,Won
Q009265,20260928,C0406,P003,3602,Won
Q009266,20261228,C0155,P007,4156,Lost
Q009267,20260509,C0778,P013,5126,Won
Q009268,20240909,C0635,P015,7995,Won
Q009269,20240805,C0966,P005,3818,Won
Q009270,20241222,C0302,P004,3615,Won
Q009271,20240809,C0115,P001,1408,Pending
Q009272,20260106,C0909,P006,3808,Lost
Q009273,20240502,C0537,P007,9944,Won
Q009274,20250911,C0184,P008,4095,Won
Q009275,20240912,C0032,P008,8200,Pending
Q009276,20251118,C0589,P013,6735,Won
Q009277,20241226,C0954,P003,2622,Lost
Q009278,20250612,C0792,P012,6171,Won
Q009279,20240510,C0635,P005,600,Won
Q009280,20241225,C0329,P004,7297,Won
Q009281,20251101,C0495,P005,5162,Lost
Q009282,20250510,C0168,P009,5965,Won
Q009283,20251101,C0434,P013,8278,Lost
Q009284,20241024,C0839,P005,4616,Won
Q009285,20240801,C0103,P013,2822,Pending
Q009286,20250513,C0451,P001,7484,Pending
Q009287,20250405,C0333,P008,567,Lost
Q009288,20240331,C0214,P007,5877,Won
Q009289,20250116,C0052,P006,7852,Lost
Q009290,20260903,C0197,P012,3347,Lost
Q009291,20251002,C0836,P015,3818,Lost
Q009292,20260716,C0353,P008,524,Lost
Q009293,20240828,C0693,P009,3528,Won
Q009294,20250626,C0045,P002,3148,Won
Q009295,20260915,C0504,P012,6910,Won
Q009296,20250813,C0733,P010,9520,Pending
Q009297,20240924,C0328,P011,3758,Pending
Q009298,20260930,C0776,P009,2815,Won
Q009299,20260123,C0590,P007,4029,Won
Q009300,20260724,C0741,P004,1058,Won
Q009301,20240524,C0391,P001,7376,Lost
Q009302,20241111,C0142,P001,5857,Won
Q009303,20260415,C0210,P013,914,Lost
Q009304,20250221,C0159,P014,9685,Lost
Q009305,20250321,C0954,P002,1614,Won
Q009306,20251130,C0610,P011,6429,Won
Q009307,20250324,C0998,P004,2311,Won
Q009308,20241009,C0355,P006,7015,Won
Q009309,20261118,C0944,P013,2197,Lost
Q009310,20260716,C0516,P003,1200,Won
Q009311,20240626,C0333,P014,3262,Won
Q009312,20240901,C0949,P006,3691,Lost
Q009313,20260127,C0478,P015,9596,Won
Q009314,20240108,C0511,P002,2770,Won
Q009315,20240801,C0007,P003,2098,Won
Q009316,20251130,C0637,P001,8317,Won
Q009317,20250105,C0412,P015,4091,Pending
Q009318,20240627,C0369,P013,8525,Lost
Q009319,20261031,C0971,P006,6970,Won
Q009320,20260426,C0657,P015,7797,Lost
Q009321,20260511,C0119,P010,1155,Lost
Q009322,20241122,C0120,P014,8610,Won
Q009323,20261203,C0767,P012,8366,Lost
Q009324,20240812,C0838,P006,2651,Won
Q009325,20250524,C0158,P012,2357,Won
Q009326,20240511,C0189,P003,7562,Lost
Q009327,20251021,C0866,P012,3941,Lost
Q009328,20251111,C0891,P001,2889,Pending
Q009329,20240722,C0838,P008,7113,Lost
Q009330,20240914,C0571,P001,6092,Lost
Q009331,20240122,C0299,P012,521,Won
Q009332,20251205,C0122,P015,6131,Pending
Q009333,20240820,C0374,P001,9807,Lost
Q009334,20251207,C0787,P008,7251,Won
Q009335,20250418,C0131,P002,692,Lost
Q009336,20250919,C0684,P008,2235,Lost
Q009337,20241209,C0518,P013,3387,Won
Q009338,20251224,C0410,P008,3641,Won
Q009339,20261202,C0301,P001,7627,Pending
Q009340,20241029,C0068,P013,8941,Won
Q009341,20240202,C0412,P010,7887,Won
Q009342,20240302,C0605,P011,9948,Lost
Q009343,20240317,C0513,P002,3629,Lost
Q009344,20260702,C0889,P008,4587,Pending
Q009345,20250112,C0590,P001,2489,Lost
Q009346,20260326,C0763,P003,3831,Lost
Q009347,20240123,C0612,P002,6406,Lost
Q009348,20260122,C0099,P015,8086,Lost
Q009349,20261101,C0581,P002,3382,Lost
Q009350,20240220,C0036,P004,933,Won
Q009351,20240217,C0558,P015,5034,Won
Q009352,20250724,C0629,P014,4503,Won
Q009353,20260824,C0276,P012,5622,Won
Q009354,20250117,C0006,P011,6760,Won
Q009355,20260113,C0202,P001,9233,Lost
Q009356,20250930,C0650,P005,2764,Won
Q009357,20240723,C0763,P006,4391,Won
Q009358,20240504,C0959,P014,3616,Won
Q009359,20261021,C0670,P005,8474,Won
Q009360,20261025,C0220,P009,955,Won
Q009361,20261205,C0918,P005,9428,Won
Q009362,20240828,C0995,P012,9168,Pending
Q009363,20261013,C0051,P015,3735,Won
Q009364,20260418,C0912,P009,4554,Lost
Q009365,20260729,C0281,P010,5111,Pending
Q009366,20250101,C0704,P014,8420,Won
Q009367,20250305,C0270,P003,8607,Lost
Q009368,20241227,C0347,P009,1221,Pending
Q009369,20241223,C0154,P015,1935,Lost
Q009370,20240504,C0331,P015,8374,Lost
Q009371,20240717,C0423,P002,1057,Pending
Q009372,20260722,C0205,P008,9198,Lost
Q009373,20261025,C0650,P006,9607,Won
Q009374,20261013,C0565,P002,1322,Won
Q009375,20260708,C0586,P005,2781,Pending
Q009376,20241210,C0913,P012,1442,Won
Q009377,20260326,C0750,P008,1330,Pending
Q009378,20250109,C0510,P015,7061,Won
Q009379,20250407,C0587,P003,9972,Lost
Q009380,20241013,C0513,P001,3817,Lost
Q009381,20261214,C0819,P009,1436,Won
Q009382,20250716,C0162,P003,3946,Lost
Q009383,20241230,C0545,P014,8966,Pending
Q009384,20251011,C0213,P005,1798,Lost
Q009385,20241007,C0882,P008,4058,Won
