SaleID,DateID,CustomerID,ProductID,ManufacturerID,EmployeeID,InstallerID,Quantity,Revenue,Cost,Profit
S008227,20250307,C0645,P005,M002,E005,I005,2,2687,1209.15,1477.85
S008228,20240531,C0635,P003,M005,E006,I004,2,1444,866.4,577.6
S008229,20260206,C0328,P001,M004,E003,I001,4,1210,786.5,423.5
S008230,20251026,C0901,P013,M006,E006,I001,2,1629,1058.85,570.15
S008231,20250806,C0818,P007,M006,E001,I003,5,7380,3321.0,4059.0
S008232,20260313,C0056,P014,M008,E003,I002,5,927,602.55,324.45
S008233,20250212,C0984,P009,M003,E009,I005,4,3809,2094.95,1714.05
S008234,20261101,C0593,P015,M001,E002,I001,4,1294,841.1,452.9
S008235,20251128,C0964,P011,M003,E009,I003,3,2189,1422.85,766.15
S008236,20240306,C0322,P005,M003,E004,I004,1,4102,1845.9,2256.1
S008237,20260604,C0849,P005,M004,E008,I001,4,3283,1477.35,1805.65
S008238,20261014,C0935,P011,M005,E003,I001,1,1131,735.15,395.85
S008239,20240418,C0188,P014,M005,E001,I004,5,1215,789.75,425.25
S008240,20260625,C0486,P010,M002,E001,I003,5,1264,821.6,442.4
S008241,20240724,C0961,P006,M006,E010,I001,3,7298,3284.1,4013.9
S008242,20241215,C0904,P014,M005,E009,I004,5,1043,677.95,365.05
S008243,20240331,C0316,P005,M002,E005,I004,1,7685,3458.25,4226.75
S008244,20261115,C0881,P005,M008,E008,I005,3,2551,1147.95,1403.05
S008245,20251024,C0715,P014,M007,E010,I005,2,658,427.7,230.3
S008246,20240822,C0958,P003,M004,E008,I005,1,2411,1446.6,964.4
S008247,20260326,C0568,P011,M005,E001,I003,4,929,603.85,325.15
S008248,20250427,C0236,P014,M001,E010,I005,3,1326,861.9,464.1
S008249,20250916,C0105,P008,M006,E010,I002,5,2319,1275.45,1043.55
S008250,20260814,C0901,P005,M007,E008,I004,3,3635,1635.75,1999.25
S008251,20251119,C0248,P002,M008,E005,I004,4,1387,901.55,485.45
S008252,20251204,C0848,P013,M007,E004,I004,1,1402,911.3,490.7
S008253,20250429,C0407,P007,M002,E002,I001,4,4929,2218.05,2710.95
S008254,20260125,C0602,P013,M006,E003,I003,1,1560,1014.0,546.0
S008255,20240828,C0441,P015,M008,E005,I004,5,1512,982.8,529.2
S008256,20260413,C0654,P003,M004,E005,I002,2,1844,1106.4,737.6
S008257,20240121,C0126,P006,M002,E001,I002,5,3219,1448.55,1770.45
S008258,20240828,C0804,P009,M005,E010,I001,3,3163,1739.65,1423.35
S008259,20240622,C0092,P002,M003,E001,I001,4,609,395.85,213.15
S008260,20260815,C0265,P013,M002,E006,I004,5,1125,731.25,393.75
S008261,20250715,C0908,P007,M003,E004,I005,1,3290,1480.5,1809.5
S008262,20240518,C0177,P003,M005,E006,I005,2,2713,1627.8,1085.2
S008263,20240118,C0522,P005,M001,E008,I001,5,6414,2886.3,3527.7
S008264,20261125,C0660,P003,M006,E008,I003,2,2144,1286.4,857.6
S008265,20241201,C0338,P007,M005,E003,I003,4,4860,2187.0,2673.0
S008266,20260301,C0640,P001,M002,E006,I003,4,852,553.8,298.2
S008267,20240926,C0944,P007,M001,E008,I002,5,6074,2733.3,3340.7
S008268,20240926,C0803,P008,M004,E002,I005,4,2721,1496.55,1224.45
S008269,20260420,C0965,P001,M004,E004,I003,3,1541,1001.65,539.35
S008270,20260619,C0969,P006,M006,E001,I005,2,4388,1974.6,2413.4
S008271,20240211,C0705,P010,M004,E009,I003,4,2139,1390.35,748.65
S008272,20261024,C0048,P012,M003,E009,I003,3,1718,1116.7,601.3
S008273,20260712,C0530,P001,M004,E007,I002,4,814,529.1,284.9
S008274,20250829,C0112,P009,M005,E008,I005,1,3760,2068.0,1692.0
S008275,20260722,C0335,P005,M002,E006,I002,4,4845,2180.25,2664.75
S008276,20241207,C0411,P011,M001,E007,I001,5,2040,1326.0,714.0
S008277,20250525,C0700,P013,M003,E001,I001,1,764,496.6,267.4
S008278,20241218,C0609,P011,M008,E009,I001,4,2103,1366.95,736.05
S008279,20241011,C0641,P011,M005,E007,I003,3,1786,1160.9,625.1
S008280,20241028,C0153,P004,M003,E003,I001,2,1209,725.4,483.6
S008281,20240730,C0409,P009,M001,E004,I003,5,5985,3291.75,2693.25
S008282,20241223,C0735,P014,M003,E004,I002,4,944,613.6,330.4
S008283,20250916,C0266,P003,M003,E005,I001,4,1661,996.6,664.4
S008284,20261122,C0220,P014,M002,E005,I005,5,618,401.7,216.3
S008285,20250709,C0555,P011,M003,E003,I002,2,2018,1311.7,706.3
S008286,20261025,C0962,P003,M005,E007,I004,1,1561,936.6,624.4
S008287,20260629,C0084,P010,M001,E009,I001,5,1995,1296.75,698.25
S008288,20241027,C0960,P007,M002,E004,I002,4,4112,1850.4,2261.6
S008289,20241231,C0083,P015,M005,E006,I003,3,1151,748.15,402.85
S008290,20240925,C0159,P005,M008,E001,I001,3,6158,2771.1,3386.9
S008291,20250623,C0791,P009,M005,E003,I002,3,5533,3043.15,2489.85
S008292,20260715,C0206,P010,M001,E004,I004,3,2198,1428.7,769.3
S008293,20240416,C0538,P009,M004,E008,I003,2,4487,2467.85,2019.15
S008294,20240413,C0770,P003,M001,E007,I001,5,2703,1621.8,1081.2
S008295,20260720,C0500,P004,M004,E007,I004,4,1204,722.4,481.6
S008296,20261105,C0365,P013,M008,E008,I001,3,1244,808.6,435.4
S008297,20250408,C0239,P008,M006,E004,I005,2,3419,1880.45,1538.55
S008298,20250112,C0253,P008,M005,E001,I003,4,1805,992.75,812.25
S008299,20250815,C0696,P010,M008,E007,I001,5,2297,1493.05,803.95
S008300,20261210,C0123,P003,M003,E001,I004,5,2148,1288.8,859.2
S008301,20241112,C0287,P011,M001,E010,I005,3,1620,1053.0,567.0
S008302,20250620,C0673,P003,M003,E008,I003,4,1527,916.2,610.8
S008303,20250517,C0920,P002,M008,E003,I001,1,1421,923.65,497.35
S008304,20240510,C0116,P008,M008,E006,I003,3,1686,927.3,758.7
S008305,20260720,C0471,P012,M005,E008,I002,3,1301,845.65,455.35
S008306,20260507,C0465,P002,M005,E005,I003,5,588,382.2,205.8
S008307,20261106,C0578,P013,M001,E008,I001,4,1740,1131.0,609.0
S008308,20261129,C0918,P008,M001,E004,I001,2,5527,3039.85,2487.15
S008309,20241004,C0225,P005,M001,E001,I005,2,7215,3246.75,3968.25
S008310,20240904,C0920,P004,M008,E002,I003,3,1819,1091.4,727.6
S008311,20250205,C0632,P013,M004,E001,I002,5,537,349.05,187.95
S008312,20250124,C0770,P014,M006,E005,I002,1,520,338.0,182.0
S008313,20260622,C0754,P014,M004,E002,I002,5,1010,656.5,353.5
S008314,20250708,C0565,P006,M002,E010,I005,4,2736,1231.2,1504.8
S008315,20260805,C0234,P012,M003,E003,I005,2,1247,810.55,436.45
S008316,20261211,C0040,P014,M003,E009,I002,5,1485,965.25,519.75
S008317,20260322,C0216,P014,M002,E001,I004,2,1604,1042.6,561.4
S008318,20260528,C0851,P001,M008,E009,I004,2,1066,692.9,373.1
S008319,20250331,C0556,P015,M002,E007,I005,1,582,378.3,203.7
S008320,20250611,C0559,P015,M007,E008,I001,4,1670,1085.5,584.5
S008321,20260413,C0868,P011,M005,E005,I003,5,1577,1025.05,551.95
S008322,20251219,C0084,P002,M001,E002,I003,3,745,484.25,260.75
S008323,20260620,C0797,P011,M003,E006,I003,4,1140,741.0,399.0
S008324,20240728,C0517,P004,M001,E009,I004,2,1230,738.0,492.0
S008325,20250909,C0180,P006,M004,E001,I002,2,6621,2979.45,3641.55
S008326,20260831,C0950,P011,M003,E008,I003,2,2298,1493.7,804.3
S008327,20241210,C0499,P002,M003,E004,I001,1,1204,782.6,421.4
S008328,20250329,C0295,P012,M002,E007,I004,2,1045,679.25,365.75
S008329,20260505,C0474,P009,M008,E006,I005,4,2799,1539.45,1259.55
S008330,20260621,C0478,P003,M002,E010,I005,3,2152,1291.2,860.8
S008331,20251222,C0194,P007,M005,E007,I003,4,2717,1222.65,1494.35
S008332,20260219,C0812,P005,M004,E005,I005,4,2999,1349.55,1649.45
S008333,20261029,C0502,P013,M002,E007,I003,4,1781,1157.65,623.35
S008334,20240914,C0579,P013,M002,E008,I004,2,824,535.6,288.4
S008335,20251028,C0248,P007,M001,E009,I001,1,2659,1196.55,1462.45
S008336,20240217,C0033,P013,M008,E008,I005,2,526,341.9,184.1
S008337,20261127,C0852,P015,M003,E007,I002,4,739,480.35,258.65
S008338,20240524,C0601,P011,M008,E001,I002,2,1312,852.8,459.2
S008339,20240425,C0751,P003,M002,E010,I002,2,1850,1110.0,740.0
S008340,20241103,C0165,P010,M008,E005,I003,3,2180,1417.0,763.0
S008341,20251217,C0744,P005,M005,E005,I004,2,7905,3557.25,4347.75
S008342,20261009,C0727,P008,M003,E005,I003,4,5749,3161.95,2587.05
S008343,20240604,C0467,P014,M005,E001,I004,4,1441,936.65,504.35
S008344,20260709,C0583,P009,M005,E003,I001,4,4674,2570.7,2103.3
S008345,20260825,C0440,P002,M003,E004,I004,4,947,615.55,331.45
S008346,20240925,C0325,P002,M004,E001,I005,4,1648,1071.2,576.8
S008347,20240229,C0615,P009,M002,E003,I005,1,5544,3049.2,2494.8
S008348,20241126,C0920,P003,M007,E004,I003,5,1368,820.8,547.2
S008349,20260608,C0490,P002,M002,E001,I002,4,1248,811.2,436.8
S008350,20251026,C0775,P003,M002,E010,I002,2,1549,929.4,619.6
S008351,20240924,C0817,P006,M005,E005,I002,4,5934,2670.3,3263.7
S008352,20250111,C0905,P011,M005,E001,I001,2,1175,763.75,411.25
S008353,20240429,C0045,P006,M005,E004,I002,1,3586,1613.7,1972.3
S008354,20241116,C0513,P010,M002,E003,I003,4,942,612.3,329.7
S008355,20260324,C0675,P015,M007,E007,I004,5,1765,1147.25,617.75
S008356,20250129,C0995,P004,M002,E008,I002,5,1253,751.8,501.2
S008357,20240412,C0630,P012,M004,E008,I003,1,1045,679.25,365.75
S008358,20260501,C0908,P004,M005,E009,I001,3,2197,1318.2,878.8
S008359,20260218,C0507,P012,M002,E009,I003,3,708,460.2,247.8
S008360,20241110,C0003,P002,M005,E010,I004,3,1777,1155.05,621.95
S008361,20261116,C0345,P004,M002,E010,I003,1,2816,1689.6,1126.4
S008362,20250816,C0772,P006,M006,E010,I002,3,5802,2610.9,3191.1
S008363,20240406,C0856,P001,M008,E006,I002,5,703,456.95,246.05
S008364,20241203,C0143,P008,M006,E008,I003,1,5381,2959.55,2421.45
S008365,20251119,C0632,P003,M004,E002,I002,2,1557,934.2,622.8
S008366,20260202,C0276,P008,M005,E010,I003,3,2882,1585.1,1296.9
S008367,20250521,C0698,P011,M001,E008,I005,3,824,535.6,288.4
S008368,20251107,C0258,P009,M007,E008,I004,2,2585,1421.75,1163.25
S008369,20260207,C0453,P004,M008,E009,I002,5,2467,1480.2,986.8
S008370,20251016,C0916,P001,M002,E007,I002,5,1408,915.2,492.8
S008371,20260522,C0186,P001,M007,E008,I005,3,1320,858.0,462.0
S008372,20240319,C0471,P001,M004,E008,I002,2,1746,1134.9,611.1
S008373,20240816,C0512,P010,M007,E005,I005,1,2282,1483.3,798.7
S008374,20240521,C0293,P004,M006,E005,I003,1,2019,1211.4,807.6
S008375,20250108,C0610,P011,M002,E010,I003,4,2270,1475.5,794.5
S008376,20251027,C0766,P006,M005,E009,I003,1,2658,1196.1,1461.9
S008377,20250102,C0828,P011,M003,E009,I002,3,1355,880.75,474.25
S008378,20240310,C0727,P012,M003,E003,I005,2,1322,859.3,462.7
S008379,20240616,C0680,P006,M008,E005,I005,4,3024,1360.8,1663.2
S008380,20250511,C0948,P004,M001,E006,I005,3,2050,1230.0,820.0
S008381,20260829,C0007,P007,M005,E004,I003,1,2772,1247.4,1524.6
S008382,20250127,C0083,P008,M008,E003,I004,1,4568,2512.4,2055.6
S008383,20250622,C0335,P015,M007,E004,I001,3,568,369.2,198.8
S008384,20240731,C0785,P008,M003,E007,I003,1,4752,2613.6,2138.4
S008385,20260923,C0369,P009,M006,E009,I003,2,5886,3237.3,2648.7
S008386,20260903,C0552,P015,M002,E007,I004,5,1468,954.2,513.8
S008387,20260408,C0338,P011,M002,E002,I005,5,888,577.2,310.8
S008388,20260701,C0293,P013,M005,E008,I002,2,1539,1000.35,538.65
S008389,20260715,C0522,P002,M006,E005,I003,4,1472,956.8,515.2
S008390,20260804,C0024,P005,M007,E001,I005,3,6407,2883.15,3523.85
S008391,20261105,C0686,P012,M004,E005,I005,3,1194,776.1,417.9
S008392,20250803,C0771,P014,M004,E003,I004,3,1348,876.2,471.8
S008393,20240525,C0744,P005,M006,E007,I003,2,3174,1428.3,1745.7
S008394,20240414,C0936,P008,M002,E006,I004,2,5218,2869.9,2348.1
S008395,20240615,C0553,P007,M001,E006,I002,4,5784,2602.8,3181.2
S008396,20241102,C0028,P013,M001,E009,I003,3,1703,1106.95,596.05
S008397,20240727,C0433,P007,M005,E007,I001,4,4451,2002.95,2448.05
S008398,20250924,C0578,P011,M004,E003,I002,4,1622,1054.3,567.7
S008399,20250307,C0528,P006,M004,E004,I002,1,5194,2337.3,2856.7
S008400,20250524,C0667,P005,M003,E006,I003,5,7263,3268.35,3994.65
S008401,20241203,C0514,P006,M003,E001,I004,4,7234,3255.3,3978.7
S008402,20250301,C0265,P007,M008,E010,I004,1,5136,2311.2,2824.8
S008403,20240213,C0022,P001,M003,E009,I001,1,1662,1080.3,581.7
S008404,20250224,C0918,P001,M003,E007,I004,4,540,351.0,189.0
S008405,20260813,C0575,P014,M001,E009,I005,4,684,444.6,239.4
S008406,20250923,C0711,P013,M002,E007,I002,4,1025,666.25,358.75
S008407,20260427,C0354,P012,M001,E003,I005,3,1495,971.75,523.25
S008408,20251226,C0064,P015,M002,E003,I002,5,831,540.15,290.85
S008409,20250216,C0378,P002,M004,E008,I003,5,1240,806.0,434.0
S008410,20260912,C0075,P015,M008,E007,I004,1,820,533.0,287.0
S008411,20250814,C0140,P007,M004,E004,I005,1,3869,1741.05,2127.95
S008412,20260829,C0904,P002,M001,E002,I004,4,599,389.35,209.65
S008413,20250923,C0406,P013,M001,E009,I002,3,1101,715.65,385.35
S008414,20250627,C0589,P009,M002,E008,I003,1,4574,2515.7,2058.3
S008415,20250218,C0098,P008,M003,E004,I002,1,5985,3291.75,2693.25
S008416,20250408,C0280,P014,M008,E007,I002,1,1153,749.45,403.55
S008417,20250810,C0074,P014,M001,E004,I004,3,1503,976.95,526.05
S008418,20240806,C0389,P002,M005,E009,I004,4,1110,721.5,388.5
S008419,20250123,C0625,P009,M008,E004,I002,4,3031,1667.05,1363.95
S008420,20240306,C0164,P009,M005,E010,I004,2,4720,2596.0,2124.0
S008421,20260120,C0944,P015,M006,E001,I001,2,1236,803.4,432.6
S008422,20240614,C0269,P002,M006,E003,I003,2,1729,1123.85,605.15
S008423,20260118,C0243,P015,M001,E002,I005,4,1189,772.85,416.15
S008424,20260926,C0060,P006,M006,E010,I003,3,4724,2125.8,2598.2
S008425,20240724,C0267,P006,M006,E003,I001,1,7927,3567.15,4359.85
S008426,20250223,C0517,P003,M008,E001,I004,1,1276,765.6,510.4
S008427,20260529,C0023,P004,M005,E003,I001,2,2914,1748.4,1165.6
S008428,20240113,C0035,P015,M005,E007,I005,4,703,456.95,246.05
S008429,20251225,C0148,P010,M002,E001,I001,5,1765,1147.25,617.75
S008430,20260602,C0322,P005,M005,E003,I003,3,7015,3156.75,3858.25
S008431,20261125,C0393,P012,M003,E003,I002,5,1387,901.55,485.45
S008432,20250629,C0291,P001,M002,E008,I001,1,1159,753.35,405.65
S008433,20261016,C0220,P006,M003,E010,I002,4,5635,2535.75,3099.25
S008434,20240308,C0477,P013,M001,E007,I003,5,1674,1088.1,585.9
S008435,20241017,C0733,P011,M004,E006,I005,2,1808,1175.2,632.8
S008436,20240618,C0474,P009,M006,E003,I001,3,4234,2328.7,1905.3
S008437,20240217,C0041,P008,M005,E009,I002,1,5457,3001.35,2455.65
S008438,20260311,C0133,P011,M008,E004,I002,3,1714,1114.1,599.9
S008439,20241118,C0472,P006,M005,E004,I005,2,4247,1911.15,2335.85
S008440,20260319,C0781,P003,M003,E003,I003,1,2626,1575.6,1050.4
S008441,20250914,C0543,P007,M004,E008,I002,2,4205,1892.25,2312.75
S008442,20240106,C0074,P015,M005,E007,I003,4,974,633.1,340.9
S008443,20240302,C0255,P008,M001,E010,I003,3,4477,2462.35,2014.65
S008444,20251007,C0712,P015,M003,E001,I002,5,674,438.1,235.9
S008445,20240330,C0834,P008,M002,E001,I003,3,2361,1298.55,1062.45
S008446,20240314,C0373,P004,M001,E010,I005,1,1646,987.6,658.4
S008447,20250509,C0840,P014,M005,E001,I005,4,1689,1097.85,591.15
S008448,20240422,C0747,P012,M008,E007,I005,3,540,351.0,189.0
S008449,20260314,C0383,P011,M006,E009,I003,2,1878,1220.7,657.3
S008450,20250114,C0870,P003,M008,E008,I004,5,1919,1151.4,767.6
S008451,20251118,C0376,P006,M007,E005,I003,2,6330,2848.5,3481.5
S008452,20261009,C0506,P010,M006,E001,I001,5,1159,753.35,405.65
S008453,20260106,C0134,P004,M007,E008,I003,5,1499,899.4,599.6
S008454,20250118,C0782,P005,M003,E002,I004,4,3627,1632.15,1994.85
S008455,20251228,C0179,P001,M004,E009,I001,3,1755,1140.75,614.25
S008456,20260710,C0078,P010,M005,E003,I001,2,1921,1248.65,672.35
S008457,20260723,C0903,P011,M008,E008,I005,2,1451,943.15,507.85
S008458,20250603,C0052,P002,M005,E010,I002,5,862,560.3,301.7
S008459,20260207,C0151,P007,M004,E002,I004,3,4246,1910.7,2335.3
S008460,20250221,C0224,P011,M008,E004,I003,4,1519,987.35,531.65
S008461,20250321,C0064,P008,M007,E006,I005,3,5036,2769.8,2266.2
S008462,20260718,C0904,P009,M007,E006,I003,4,2670,1468.5,1201.5
S008463,20240518,C0354,P014,M008,E004,I001,2,1773,1152.45,620.55
S008464,20261110,C0950,P012,M006,E009,I001,3,1506,978.9,527.1
S008465,20250930,C0653,P011,M003,E010,I005,2,2384,1549.6,834.4
S008466,20260815,C0420,P007,M002,E010,I001,4,6859,3086.55,3772.45
S008467,20251010,C0406,P006,M002,E002,I003,3,2693,1211.85,1481.15
S008468,20240329,C0506,P006,M005,E010,I005,1,3293,1481.85,1811.15
S008469,20260402,C0815,P009,M007,E002,I001,3,5769,3172.95,2596.05
S008470,20240226,C0066,P009,M008,E002,I005,4,5823,3202.65,2620.35
S008471,20260723,C0926,P014,M001,E002,I002,4,758,492.7,265.3
S008472,20240827,C0365,P009,M007,E003,I003,2,3251,1788.05,1462.95
S008473,20240409,C0384,P001,M002,E002,I004,5,1299,844.35,454.65
S008474,20260504,C0625,P013,M001,E006,I003,2,1486,965.9,520.1
S008475,20260410,C0898,P006,M003,E002,I005,3,3746,1685.7,2060.3
S008476,20240620,C0596,P012,M001,E003,I002,2,1416,920.4,495.6
S008477,20240306,C0964,P008,M008,E004,I002,3,2363,1299.65,1063.35
S008478,20241013,C0124,P008,M003,E004,I001,2,4493,2471.15,2021.85
S008479,20261107,C0628,P014,M001,E006,I004,3,1112,722.8,389.2
S008480,20240616,C0454,P013,M003,E002,I001,3,918,596.7,321.3
S008481,20250305,C0790,P014,M002,E002,I005,4,1309,850.85,458.15
S008482,20240203,C0668,P013,M002,E010,I005,4,1431,930.15,500.85
S008483,20251217,C0021,P009,M006,E005,I003,3,3214,1767.7,1446.3
S008484,20240811,C0561,P010,M002,E004,I001,2,1188,772.2,415.8
S008485,20260626,C0004,P006,M008,E004,I003,1,4894,2202.3,2691.7
S008486,20240213,C0955,P004,M006,E005,I001,4,1932,1159.2,772.8
S008487,20250604,C0770,P015,M008,E002,I005,4,1343,872.95,470.05
S008488,20250706,C0197,P012,M007,E009,I001,2,766,497.9,268.1
S008489,20251113,C0927,P002,M004,E010,I003,5,1105,718.25,386.75
S008490,20260817,C0851,P011,M003,E001,I004,5,817,531.05,285.95
S008491,20251211,C0683,P014,M005,E006,I005,3,1012,657.8,354.2
S008492,20240927,C0166,P001,M008,E008,I004,1,862,560.3,301.7
S008493,20240421,C0434,P003,M007,E008,I002,3,1396,837.6,558.4
S008494,20250128,C0770,P003,M005,E005,I003,3,2118,1270.8,847.2
S008495,20240319,C0416,P015,M008,E008,I003,2,751,488.15,262.85
S008496,20250128,C0016,P002,M007,E004,I003,3,515,334.75,180.25
S008497,20260930,C0106,P004,M001,E009,I003,2,2908,1744.8,1163.2
S008498,20251209,C0277,P006,M003,E004,I004,2,6140,2763.0,3377.0
S008499,20250612,C0580,P006,M008,E003,I003,5,4226,1901.7,2324.3
S008500,20261109,C0860,P007,M004,E003,I002,3,6761,3042.45,3718.55
S008501,20251120,C0027,P014,M003,E003,I004,4,952,618.8,333.2
S008502,20260321,C0656,P005,M001,E004,I002,5,7833,3524.85,4308.15
S008503,20240814,C0225,P005,M008,E001,I003,5,6531,2938.95,3592.05
S008504,20261002,C0746,P015,M006,E003,I002,2,1511,982.15,528.85
S008505,20241124,C0741,P013,M001,E001,I003,1,668,434.2,233.8
S008506,20250315,C0678,P011,M005,E003,I001,2,1107,719.55,387.45
S008507,20260907,C0656,P004,M004,E009,I003,3,2588,1552.8,1035.2
S008508,20260105,C0856,P015,M001,E001,I002,1,930,604.5,325.5
S008509,20260422,C0246,P006,M004,E007,I004,4,7933,3569.85,4363.15
S008510,20250121,C0417,P010,M006,E009,I004,5,1373,892.45,480.55
S008511,20240525,C0621,P015,M008,E009,I003,1,1122,729.3,392.7
S008512,20250926,C0301,P014,M006,E006,I002,2,950,617.5,332.5
S008513,20261016,C0510,P010,M004,E008,I003,5,1598,1038.7,559.3
S008514,20250304,C0091,P005,M007,E002,I004,4,3779,1700.55,2078.45
S008515,20250514,C0834,P007,M005,E003,I005,1,4380,1971.0,2409.0
S008516,20240718,C0348,P010,M005,E002,I004,5,967,628.55,338.45
S008517,20260809,C0468,P003,M001,E006,I003,5,1804,1082.4,721.6
S008518,20250617,C0906,P002,M001,E007,I003,3,644,418.6,225.4
S008519,20251224,C0098,P008,M003,E007,I004,3,4750,2612.5,2137.5
S008520,20260727,C0366,P010,M004,E006,I001,2,835,542.75,292.25
S008521,20250617,C0959,P009,M006,E007,I002,5,3533,1943.15,1589.85
S008522,20250910,C0683,P004,M006,E007,I003,1,1652,991.2,660.8
S008523,20241110,C0159,P006,M004,E001,I005,3,6857,3085.65,3771.35
S008524,20240315,C0351,P008,M007,E008,I004,3,4785,2631.75,2153.25
S008525,20260605,C0086,P011,M003,E005,I005,5,2362,1535.3,826.7
S008526,20250416,C0793,P011,M005,E005,I001,3,1247,810.55,436.45
S008527,20260226,C0596,P007,M004,E009,I005,2,6479,2915.55,3563.45
S008528,20240725,C0827,P006,M005,E010,I002,4,3851,1732.95,2118.05
S008529,20251124,C0655,P004,M003,E010,I001,5,2743,1645.8,1097.2
S008530,20240621,C0779,P015,M002,E007,I005,4,960,624.0,336.0
S008531,20250623,C0798,P008,M008,E009,I004,5,3662,2014.1,1647.9
S008532,20250212,C0135,P015,M001,E008,I001,5,1422,924.3,497.7
S008533,20260407,C0632,P002,M005,E005,I001,5,698,453.7,244.3
S008534,20261017,C0965,P003,M002,E009,I004,1,2006,1203.6,802.4
S008535,20251203,C0234,P012,M008,E005,I001,3,733,476.45,256.55
S008536,20240607,C0592,P013,M002,E010,I005,5,1056,686.4,369.6
S008537,20261230,C0649,P005,M006,E002,I001,4,7428,3342.6,4085.4
S008538,20260310,C0082,P005,M005,E003,I002,4,3881,1746.45,2134.55
S008539,20250830,C0367,P005,M002,E003,I002,5,2733,1229.85,1503.15
S008540,20261023,C0580,P011,M004,E008,I001,5,1473,957.45,515.55
S008541,20250428,C0354,P002,M008,E005,I002,1,601,390.65,210.35
S008542,20240316,C0031,P009,M005,E010,I002,3,2455,1350.25,1104.75
S008543,20240903,C0911,P007,M003,E009,I003,3,2799,1259.55,1539.45
S008544,20260726,C0923,P011,M003,E007,I002,1,2140,1391.0,749.0
S008545,20240417,C0525,P011,M002,E001,I005,4,1485,965.25,519.75
S008546,20240418,C0275,P007,M003,E010,I003,4,6123,2755.35,3367.65
S008547,20250312,C0330,P010,M005,E001,I004,3,837,544.05,292.95
S008548,20261217,C0163,P003,M004,E006,I005,5,2727,1636.2,1090.8
S008549,20261026,C0933,P005,M008,E007,I005,1,6864,3088.8,3775.2
S008550,20250801,C0990,P009,M005,E002,I002,1,4929,2710.95,2218.05
S008551,20250730,C0584,P003,M007,E001,I003,5,1687,1012.2,674.8
S008552,20261020,C0044,P015,M007,E003,I004,2,918,596.7,321.3
S008553,20241012,C0401,P004,M005,E004,I004,1,1884,1130.4,753.6
S008554,20261127,C0815,P002,M008,E001,I003,4,1003,651.95,351.05
S008555,20241127,C0858,P002,M005,E008,I003,3,1385,900.25,484.75
S008556,20240401,C0757,P009,M001,E010,I004,3,5537,3045.35,2491.65
S008557,20250630,C0385,P007,M005,E009,I002,5,3465,1559.25,1905.75
S008558,20251222,C0415,P014,M001,E002,I004,4,1790,1163.5,626.5
S008559,20260427,C0466,P009,M008,E009,I005,3,4273,2350.15,1922.85
S008560,20241007,C0315,P004,M008,E006,I002,5,2701,1620.6,1080.4
S008561,20250409,C0657,P004,M007,E002,I005,5,1284,770.4,513.6
S008562,20240914,C0388,P010,M001,E004,I005,4,1227,797.55,429.45
S008563,20260130,C0739,P002,M008,E005,I002,2,1795,1166.75,628.25
S008564,20261231,C0205,P014,M008,E009,I001,2,1304,847.6,456.4
S008565,20260815,C0075,P008,M007,E006,I005,5,2151,1183.05,967.95
S008566,20250806,C0979,P001,M007,E002,I002,1,1434,932.1,501.9
S008567,20251122,C0310,P005,M006,E007,I003,4,5889,2650.05,3238.95
S008568,20260228,C0768,P007,M004,E007,I002,5,4311,1939.95,2371.05
S008569,20240820,C0214,P011,M003,E003,I002,2,2346,1524.9,821.1
S008570,20250804,C0992,P014,M003,E002,I001,2,619,402.35,216.65
S008571,20250115,C0926,P008,M001,E005,I005,4,5997,3298.35,2698.65
S008572,20250316,C0511,P010,M001,E002,I002,2,2267,1473.55,793.45
S008573,20260705,C0854,P004,M004,E008,I004,3,1886,1131.6,754.4
S008574,20240614,C0184,P010,M003,E010,I005,2,814,529.1,284.9
S008575,20240219,C0070,P010,M004,E004,I004,1,1116,725.4,390.6
S008576,20251019,C0905,P012,M008,E005,I001,5,1085,705.25,379.75
S008577,20240411,C0947,P015,M008,E005,I005,1,1159,753.35,405.65
S008578,20250407,C0619,P015,M003,E009,I002,2,665,432.25,232.75
S008579,20260515,C0767,P014,M005,E010,I002,5,1342,872.3,469.7
S008580,20260605,C0575,P014,M004,E002,I002,5,802,521.3,280.7
S008581,20250322,C0963,P001,M004,E009,I002,2,539,350.35,188.65
S008582,20260722,C0766,P015,M004,E007,I001,3,1388,902.2,485.8
S008583,20250804,C0511,P012,M007,E002,I005,3,627,407.55,219.45
S008584,20260511,C0090,P015,M006,E009,I001,5,1247,810.55,436.45
S008585,20240124,C0408,P002,M005,E003,I005,2,653,424.45,228.55
S008586,20240510,C0761,P003,M008,E009,I005,3,1683,1009.8,673.2
S008587,20250306,C0660,P012,M003,E001,I001,1,1570,1020.5,549.5
S008588,20261126,C0705,P011,M002,E001,I004,2,1945,1264.25,680.75
S008589,20241017,C0670,P004,M008,E005,I004,5,1502,901.2,600.8
S008590,20240311,C0093,P004,M005,E005,I001,1,2840,1704.0,1136.0
S008591,20250220,C0315,P009,M005,E005,I002,3,5890,3239.5,2650.5
S008592,20250820,C0142,P004,M005,E010,I003,1,2194,1316.4,877.6
S008593,20261023,C0340,P013,M005,E008,I004,1,1515,984.75,530.25
S008594,20240924,C0520,P003,M004,E002,I001,5,1640,984.0,656.0
S008595,20260618,C0935,P002,M002,E010,I001,1,1266,822.9,443.1
